ID_Uzorka,GPS_LAT,GPS_LONG,Dubina_Busenja_cm,Temp_Tla_C,pH_Vrijednost,H2O_Postotak,Metan_Senzor,Organske_Molekule
730,18.485886,77.387598,9.6,-42.1,7.28,2.28,Negativno,Ne
731,18.49242,77.394071,4.3,-39.8,6.99,1.97,Negativno,Ne
732,18.456842,77.386408,6.4,-25.1,6.33,1.04,Negativno,Ne
733,18.465946,77.385807,12.9,-81.8,7.32,0.89,Negativno,Ne
734,18.467013,77.395072,14.8,-49.8,7.33,4.94,Negativno,Ne
735,18.498676,77.409393,5.7,-65.5,6.33,4.09,Negativno,Ne
736,18.480256,77.377915,6.2,-51.9,6.94,0.89,Negativno,Ne
737,18.467896,77.393035,1.5,-61.6,6.77,2.74,Negativno,Ne
738,18.477206,77.394839,2.6,-56.4,6.45,5.29,Negativno,Ne
739,18.482206,77.366443,9.8,-35.4,6.77,3.27,Pozitivno,Ne
740,18.472598,77.403008,8.0,-55.5,6.79,0.56,Negativno,Ne
741,18.471689,77.391119,5.6,-64.8,7.08,4.95,Negativno,Da
742,18.484921,77.373965,3.5,-38.9,7.02,5.96,Negativno,Ne
743,18.480292,77.388024,4.6,-42.6,6.45,1.33,Negativno,Ne
744,18.493631,77.390492,14.4,-49.6,7.32,2.97,Negativno,Ne
745,18.487102,77.393443,7.2,-46.0,7.07,0.57,Negativno,Ne
746,18.491036,77.387885,14.3,-61.3,7.16,2.97,Negativno,Ne
747,18.497041,77.402097,2.7,-82.9,6.82,2.68,Negativno,Ne
748,18.477455,77.374993,1.3,-51.1,7.41,1.99,Negativno,Ne
749,18.489582,77.397476,1.3,-51.0,6.61,1.78,Negativno,Ne
750,18.473248,77.380415,0.6,-64.6,7.62,0.76,Negativno,Ne
751,18.48841,77.386078,1.2,-47.3,6.55,4.19,Negativno,Ne
752,18.487361,77.385291,7.8,-43.9,7.38,3.31,Negativno,Ne
753,18.468514,77.383139,4.3,-29.0,7.4,3.61,Negativno,Ne
754,18.488327,77.399458,11.7,-62.7,7.64,4.27,Negativno,Ne
755,18.478903,77.377932,13.8,-43.6,7.48,1.09,Negativno,Ne
756,18.470432,77.374351,10.2,-49.4,7.57,4.94,Negativno,Ne
757,18.489902,77.40633,5.4,-38.0,6.91,1.93,Negativno,Ne
758,18.46759,77.401639,13.2,-49.7,6.31,2.02,Negativno,Ne
759,18.471271,77.390046,3.5,-60.3,7.18,2.48,Negativno,Ne
760,18.493319,77.398187,4.1,-56.0,7.57,5.78,Negativno,Ne
761,18.456792,77.395359,14.1,-48.5,6.74,3.39,Negativno,Ne
762,18.505628,77.390565,10.0,-58.3,6.62,1.07,Pozitivno,Ne
763,18.478483,77.372165,13.0,-69.6,7.7,3.96,Negativno,Ne
764,18.469821,77.389334,9.5,-41.2,6.64,3.45,Negativno,Ne
765,18.483903,77.375288,6.5,-39.1,7.04,1.58,Negativno,Ne
766,18.472499,77.383953,11.6,-46.6,6.14,2.4,Negativno,Ne
767,18.475163,77.405582,8.4,-46.2,6.81,0.78,Negativno,Ne
768,18.467951,77.387497,9.2,-39.5,6.74,3.44,Negativno,Ne
769,18.491919,77.401415,3.6,-56.7,7.03,2.73,Negativno,Ne
770,18.467366,77.39232,5.7,-71.8,7.18,1.85,Negativno,Ne
771,18.476346,77.390939,8.9,-55.6,7.51,0.24,Negativno,Ne
772,18.4663,77.391147,13.7,-62.5,7.6,1.84,Pozitivno,Ne
773,18.479648,77.385836,5.6,-37.0,6.7,1.39,Negativno,Ne
774,18.48251,77.379693,6.4,-51.5,6.9,1.18,Negativno,Ne
775,18.477557,77.368312,4.9,-56.5,7.67,1.2,Negativno,Ne
776,18.503596,77.381334,13.3,-57.8,6.48,5.49,Negativno,Ne
777,18.473402,77.389737,0.6,-38.9,6.93,3.43,Pozitivno,Ne
778,18.470343,77.374562,11.0,-22.9,7.8,3.07,Negativno,Ne
779,18.491583,77.381248,9.9,-68.8,6.46,2.9,Negativno,Ne
780,18.487562,77.377358,9.1,-40.4,6.88,5.25,Negativno,Ne
781,18.480779,77.387478,7.0,-49.5,6.99,2.03,Negativno,Ne
782,18.478244,77.398158,6.4,-43.6,7.31,5.81,Negativno,Ne
783,18.494216,77.394001,11.5,-66.4,6.95,2.23,Negativno,Ne
784,18.490028,77.3911,5.8,-55.3,6.08,3.71,Pozitivno,Ne
785,18.497251,77.396175,6.3,-30.1,7.27,4.94,Pozitivno,Da
786,18.473241,77.411072,4.8,-41.1,6.76,1.8,Negativno,Ne
787,18.476315,77.388275,4.1,-50.0,7.17,1.17,Negativno,Ne
788,18.481981,77.396661,4.2,-42.1,6.81,0.59,Negativno,Ne
789,18.483035,77.39007,7.7,-18.8,6.26,8.607775553032347,Pozitivno,Da
790,18.482081,77.363665,4.2,-44.2,5.86,4.13,Negativno,Ne
791,18.484074,77.412218,9.9,-51.2,7.66,5.69,Negativno,Ne
792,18.493772,77.375926,9.8,-17.1,6.35,3.76,Negativno,Ne
793,18.481358,77.391672,5.9,-6.8,7.03,7.437775553032347,Pozitivno,Da
794,18.492148,77.384705,7.9,-73.6,7.23,5.57,Negativno,Ne
795,18.473455,77.386876,5.8,-38.9,6.3,5.48,Negativno,Ne
796,18.482728,77.395109,14.4,-64.6,7.07,1.88,Negativno,Ne
797,18.485015,77.389374,4.0,-69.1,7.05,0.66,Negativno,Ne
798,18.479993,77.388856,12.2,-55.0,7.14,0.43,Negativno,Ne
799,18.4983,77.382658,1.5,-46.2,6.13,3.41,Negativno,Ne
800,18.496454,77.405407,4.9,-56.6,6.68,2.54,Negativno,Ne
801,18.476487,77.391151,12.1,-49.6,7.74,1.57,Negativno,Ne
802,18.47912,77.370399,10.3,-25.4,6.83,3.62,Negativno,Da
803,18.474446,77.377836,10.5,-34.6,7.02,0.34,Pozitivno,Ne
804,18.464976,77.387399,1.7,-66.5,6.92,1.43,Negativno,Ne
805,18.47517,77.374349,2.4,-65.8,6.2,2.32,Pozitivno,Ne
806,18.491898,77.395975,6.0,-67.7,6.55,5.47,Negativno,Ne
807,18.467407,77.394955,12.1,-79.0,6.72,3.99,Negativno,Ne
808,18.498119,77.401128,9.9,-47.0,7.38,2.78,Negativno,Ne
809,18.483562,77.395043,6.7,-26.7,6.98,1.11,Negativno,Ne
810,18.467631,77.378411,4.4,-58.4,7.03,0.39,Negativno,Ne
811,18.496479,77.378902,2.6,-48.4,7.11,3.2,Negativno,Ne
813,18.495709,77.393936,2.2,-63.7,6.97,3.39,Negativno,Ne
814,18.470312,77.388268,8.6,-57.1,6.6,2.11,Negativno,Ne
815,18.482175,77.386333,9.9,-22.8,7.45,1.43,Negativno,Ne
816,18.494897,77.392814,7.0,-37.9,6.98,5.29,Negativno,Ne
817,18.47828,77.390073,10.6,-35.4,6.44,5.52,Negativno,Ne
818,18.480494,77.380261,6.4,-46.7,6.93,2.82,Pozitivno,Ne
819,18.472535,77.395374,8.4,-14.3,6.37,7.036213876965043,Pozitivno,Da
820,18.469242,77.39234,5.0,-60.0,6.48,3.53,Negativno,Ne
821,18.49288,77.382689,13.5,-37.0,7.19,5.42,Negativno,Ne
822,18.465306,77.378169,9.7,-47.2,7.23,0.55,Negativno,Ne
823,18.47025,77.392481,1.4,-37.4,7.25,1.64,Pozitivno,Ne
824,18.466986,77.403447,3.5,-67.4,6.97,3.82,Negativno,Ne
825,18.485213,77.389331,2.9,-59.5,6.67,1.87,Negativno,Ne
826,18.46129,77.387982,10.5,-47.4,7.46,1.1,Negativno,Ne
827,18.477392,77.395617,0.5,-33.4,7.13,5.77,Negativno,Ne
828,18.481913,77.390269,14.0,-12.8,7.04,6.757775553032348,Pozitivno,Da
829,18.483785,77.38826,7.5,-34.2,7.39,1.51,Negativno,Ne
830,18.482331,77.389084,6.3,-31.3,7.6,5.17,Negativno,Ne
831,18.466357,77.412199,7.9,-52.1,6.82,3.94,Pozitivno,Ne
832,18.482291,77.376858,10.9,-59.4,7.32,1.21,Negativno,Ne
834,18.502598,77.38763,0.3,-60.6,7.51,4.64,Negativno,Ne
835,18.484076,77.39835,7.0,-56.3,7.08,2.89,Negativno,Ne
836,18.481983,77.38797,0.1,-31.2,6.59,0.3,Negativno,Ne
837,18.484903,77.393803,1.0,-61.7,6.66,1.94,Negativno,Ne
838,18.478709,77.391816,9.1,-63.8,6.55,1.69,Negativno,Ne
839,18.472434,77.377654,10.2,-37.5,6.89,4.95,Negativno,Da
840,18.465368,77.393253,1.4,-61.4,7.45,4.48,Negativno,Ne
841,18.473535,77.384086,11.9,-46.7,8.02,4.39,Negativno,Ne
842,18.475176,77.39278,7.3,-55.4,6.86,1.7,Pozitivno,Ne
843,18.498802,77.387227,12.0,-70.7,7.44,1.2,Negativno,Ne
844,18.471172,77.388509,12.8,-39.2,7.17,5.31,Negativno,Ne
845,18.491021,77.400137,0.3,-80.1,7.23,3.74,Negativno,Da
846,18.484329,77.392145,7.0,-6.8,6.53,3.9777755530323473,Pozitivno,Da
847,18.481309,77.39433,6.1,-59.8,7.33,4.89,Negativno,Ne
848,18.494626,77.387508,4.9,-55.5,7.8,5.21,Negativno,Ne
849,18.495522,77.388238,5.9,-60.9,7.36,2.52,Pozitivno,Ne
850,18.485488,77.395376,14.1,-60.3,6.57,1.78,Negativno,Ne
851,18.475323,77.391129,3.0,-50.8,6.27,5.44,Negativno,Da
852,18.483487,77.385085,14.9,-45.0,7.57,4.58,Negativno,Ne
853,18.46272,77.409968,1.0,-59.7,6.8,0.86,Negativno,Ne
854,18.49578,77.378331,9.3,-60.8,7.24,1.1,Pozitivno,Ne
855,18.474325,77.393363,6.6,-77.1,7.28,4.99,Negativno,Ne
856,18.496888,77.379328,13.3,-19.2,6.69,1.27,Negativno,Ne
857,18.483464,77.397256,8.6,-38.6,7.45,1.26,Negativno,Ne
858,18.491591,77.378763,11.3,-13.0,7.3,2.98,Negativno,Ne
859,18.477398,77.392737,5.9,-49.4,6.62,3.18,Negativno,Ne
860,18.463439,77.392914,11.1,-49.2,6.81,0.67,Negativno,Ne
861,18.46755,77.380924,11.2,-58.6,7.07,2.04,Negativno,Ne
862,18.487593,77.375324,5.8,-53.5,7.09,5.3,Negativno,Ne
863,18.474077,77.394071,14.1,-70.4,7.49,2.2,Negativno,Ne
864,18.477319,77.378916,12.8,-47.7,6.69,4.35,Negativno,Ne
865,18.482317,77.386454,11.4,-47.9,6.79,1.71,Negativno,Ne
866,18.482095,77.390401,3.7,-18.8,7.01,4.007775553032348,Pozitivno,Da
867,18.47537,77.404126,7.9,-36.4,6.85,1.93,Negativno,Ne
868,18.482182,77.4112,9.5,-31.8,6.52,1.28,Negativno,Ne
869,18.486047,77.380932,7.5,-23.7,7.57,0.4,Pozitivno,Ne
870,18.498639,77.382203,11.9,-39.1,7.53,5.55,Negativno,Da
871,18.480221,77.373816,7.7,-51.5,7.29,5.84,Pozitivno,Ne
872,18.481287,77.383284,6.2,-55.3,7.84,1.4,Negativno,Da
873,18.491503,77.382302,10.4,-58.8,6.25,1.38,Negativno,Ne
874,18.477507,77.380684,13.0,-60.9,6.3,0.55,Negativno,Ne
875,18.475716,77.401518,11.6,-59.7,7.49,2.08,Negativno,Ne
876,18.468364,77.38029,11.9,-27.9,8.14,4.65,Negativno,Ne
877,18.484141,77.39003,4.8,-43.8,7.09,5.81,Negativno,Ne
878,18.500864,77.403004,1.6,-37.9,7.11,5.53,Negativno,Ne
879,18.468176,77.395558,8.0,-59.6,7.08,3.9,Negativno,Ne
880,18.46523,77.403648,11.1,-44.1,6.42,3.92,Negativno,Ne
881,18.492225,77.393833,13.9,-37.2,7.23,2.97,Negativno,Ne
882,18.471416,77.387962,1.7,-25.7,6.69,1.13,Pozitivno,Ne
883,18.487388,77.401114,9.5,-36.6,6.34,3.6,Negativno,Ne
884,18.488909,77.374245,3.9,-52.3,7.02,2.46,Negativno,Ne
885,18.478637,77.414334,0.4,-71.9,7.04,4.59,Negativno,Ne
886,18.478897,77.37072,0.9,-50.1,6.51,3.01,Negativno,Ne
887,18.483686,77.387578,0.3,-42.4,7.75,4.55,Negativno,Ne
888,18.481996,77.382967,6.9,-63.5,6.35,0.61,Negativno,Ne
889,18.481089,77.399975,5.3,-64.9,7.01,2.39,Negativno,Ne
890,18.480389,77.39235,11.0,1.7,7.27,4.55,Pozitivno,Ne
891,18.488116,77.386859,8.5,-70.6,6.39,2.69,Negativno,Ne
892,18.501476,77.401519,11.6,-39.1,6.49,1.19,Pozitivno,Ne
893,18.480212,77.387532,13.1,-55.5,7.39,3.8,Negativno,Ne
894,18.471127,77.390388,2.5,-65.0,7.29,0.23,Negativno,Ne
895,18.485425,77.395784,14.4,-65.1,6.79,1.8,Negativno,Ne
896,18.484923,77.398615,12.3,-52.8,6.9,1.6,Negativno,Ne
897,18.486392,77.4056,2.1,-28.6,6.19,5.39,Pozitivno,Ne
898,18.473505,77.415521,14.2,-41.8,6.85,4.29,Negativno,Ne
899,18.493131,77.390438,2.1,-26.6,6.54,0.7,Negativno,Ne
900,18.47289,77.373741,8.5,-47.6,6.74,3.63,Negativno,Ne
901,18.462641,77.394288,8.6,-59.8,7.27,0.61,Negativno,Ne
902,18.504283,77.393696,9.7,-72.6,6.98,2.52,Negativno,Ne
903,18.470961,77.396495,12.2,-18.6,7.15,5.846213876965043,Pozitivno,Da
904,18.490142,77.389168,12.0,-48.9,6.29,1.9,Negativno,Ne
905,18.488585,77.387113,7.4,-54.0,7.62,2.63,Negativno,Ne
906,18.465842,77.39217,8.3,-81.4,6.77,1.87,Negativno,Ne
907,18.496128,77.381127,8.3,-91.7,6.6,0.69,Negativno,Ne
908,18.48709,77.39137,8.0,-66.2,7.28,1.78,Negativno,Ne
909,18.477177,77.394665,12.2,-77.2,6.53,3.05,Negativno,Ne
910,18.469724,77.376536,10.6,-73.6,6.8,1.46,Negativno,Ne
911,18.475806,77.378728,6.0,-55.9,6.74,4.35,Negativno,Ne
912,18.472724,77.38654,7.6,-60.6,7.24,5.72,Negativno,Ne
913,18.477914,77.373454,11.8,-58.2,7.49,3.06,Negativno,Ne
914,18.4528,77.383629,8.7,-67.6,6.66,3.2,Negativno,Ne
915,18.468183,77.389466,7.6,-51.3,6.77,3.14,Negativno,Ne
916,18.469745,77.385599,1.4,-55.5,6.76,0.73,Negativno,Da
917,18.478507,77.388996,7.2,-40.5,5.67,3.87,Negativno,Ne
918,18.492689,77.387261,8.1,-55.8,6.88,2.96,Negativno,Da
919,18.47431,77.382989,4.4,-36.7,6.96,2.23,Negativno,Ne
920,18.477462,77.376302,10.1,-52.6,6.8,1.03,Negativno,Ne
921,18.48134,77.384923,9.9,-45.5,7.05,2.34,Negativno,Ne
922,18.479514,77.384807,7.1,-51.9,6.87,5.56,Negativno,Ne
923,18.490662,77.396,8.3,-60.3,6.96,3.1,Negativno,Ne
924,18.463168,77.398471,1.4,-47.2,7.56,0.56,Negativno,Ne
925,18.47222,77.37955,12.1,-75.9,7.23,5.02,Negativno,Ne
926,18.487574,77.381645,2.7,-63.7,7.37,5.15,Negativno,Ne
927,18.477106,77.387894,2.9,-45.8,6.97,0.83,Negativno,Ne
928,18.491812,77.38281,11.4,-79.0,7.95,0.92,Negativno,Ne
929,18.481863,77.383195,0.8,-57.2,7.18,2.23,Negativno,Ne
930,18.488052,77.38335,1.3,-36.1,7.06,0.43,Negativno,Ne
931,18.460761,77.380653,3.8,-64.9,7.59,0.84,Negativno,Ne
932,18.481046,77.389413,10.0,-56.3,7.09,3.91,Negativno,Ne
933,18.484521,77.389581,0.8,-36.0,6.85,3.27,Negativno,Ne
934,18.47567,77.376306,8.9,-53.6,6.96,4.02,Negativno,Ne
935,18.478187,77.384482,13.2,-57.2,6.88,4.43,Negativno,Ne
936,18.479549,77.391228,11.6,-36.1,8.19,5.57,Negativno,Ne
937,18.481377,77.387472,0.1,-52.1,7.32,4.47,Negativno,Ne
938,18.465109,77.379255,11.5,-52.4,6.95,4.62,Negativno,Ne
939,18.477304,77.405552,7.0,-45.2,6.81,3.45,Negativno,Ne
940,18.483768,77.378083,11.0,-54.6,6.64,5.42,Pozitivno,Ne
941,18.473839,77.387207,7.1,-72.6,6.17,1.72,Negativno,Ne
942,18.478094,77.381484,8.4,-39.0,7.15,1.75,Negativno,Ne
943,18.473843,77.380541,2.3,-53.4,6.87,3.98,Negativno,Ne
944,18.486419,77.397839,14.1,-37.5,6.89,5.92,Pozitivno,Ne
945,18.468538,77.389363,1.7,-20.0,6.67,0.86,Negativno,Ne
946,18.490627,77.392974,6.1,-28.7,7.05,0.58,Negativno,Ne
947,18.460002,77.394783,12.0,-66.7,7.32,5.14,Negativno,Ne
948,18.483988,77.393591,4.8,-52.6,7.04,0.71,Negativno,Ne
949,18.471855,77.394534,13.2,-5.5,6.58,8.056213876965042,Pozitivno,Da
950,18.475407,77.38959,11.8,-54.5,7.01,2.02,Negativno,Ne
951,18.489206,77.389127,1.1,-61.0,7.43,0.87,Negativno,Ne
952,18.475683,77.387784,6.6,-22.5,6.45,1.69,Negativno,Ne
953,18.475532,77.395202,11.0,-51.1,7.11,3.61,Negativno,Ne
954,18.47882,77.389889,6.5,-50.4,7.03,1.73,Negativno,Ne
955,18.470502,77.381111,0.2,-38.6,6.21,3.94,Negativno,Ne
956,18.478544,77.392684,1.2,-46.3,7.21,2.86,Negativno,Ne
957,18.458955,77.388399,2.2,-72.4,7.53,5.9,Negativno,Ne
958,18.499932,77.401681,10.2,-38.0,7.33,3.68,Negativno,Ne
959,18.473785,77.409742,14.2,-93.5,7.1,0.7,Negativno,Ne
960,18.474142,77.386347,1.9,-47.3,7.04,2.53,Negativno,Ne
961,18.474345,77.393456,10.8,-33.4,6.4,1.33,Negativno,Ne
962,18.504062,77.396537,5.4,-33.0,5.25,2.72,Negativno,Ne
963,18.484545,77.374688,3.1,-54.6,8.04,4.54,Negativno,Ne
964,18.467864,77.39514,3.7,-48.7,7.47,4.27,Negativno,Ne
965,18.492233,77.396788,13.5,-57.6,8.04,3.83,Negativno,Ne
966,18.476213,77.390042,6.1,-46.2,6.63,4.36,Pozitivno,Ne
967,18.486927,77.38819,6.1,-36.2,6.47,1.77,Negativno,Ne
968,18.486531,77.396033,9.4,-61.4,7.66,5.3,Negativno,Ne
969,18.474552,77.401543,14.4,-53.6,7.31,0.26,Negativno,Ne
970,18.463401,77.387038,11.4,-56.3,7.73,1.56,Negativno,Ne
971,18.476028,77.384401,5.0,-48.6,7.07,4.88,Negativno,Ne
972,18.489955,77.375092,0.3,-61.9,7.34,4.41,Negativno,Ne
973,18.471415,77.383627,2.3,-42.6,7.56,1.09,Negativno,Da
974,18.448864,77.39094,12.6,-44.1,6.57,0.29,Negativno,Ne
975,18.479025,77.385928,10.8,-20.4,7.05,5.66,Negativno,Ne
976,18.485118,77.393604,4.1,-43.6,6.66,1.41,Negativno,Ne
977,18.468352,77.407357,0.3,-58.8,7.42,5.25,Negativno,Ne
978,18.48041,77.374833,8.1,-50.7,6.7,4.42,Negativno,Da
979,18.486195,77.388492,4.3,-28.0,7.37,3.77,Negativno,Ne
980,18.482236,77.390592,1.8,-5.7,7.0,7.507775553032348,Pozitivno,Da
981,18.452494,77.376952,6.4,-65.2,6.65,0.4,Negativno,Ne
982,18.485339,77.394589,11.9,-41.9,7.92,2.99,Negativno,Ne
983,18.484353,77.392473,4.2,-40.2,6.8,5.79,Negativno,Ne
984,18.483225,77.398651,5.3,-47.7,6.92,1.63,Negativno,Ne
985,18.482555,77.396227,10.3,-57.9,7.0,4.27,Negativno,Ne
986,18.467084,77.38035,11.7,-58.4,6.78,4.55,Negativno,Ne
987,18.480552,77.385287,10.3,-51.8,6.67,0.45,Negativno,Ne
988,18.501636,77.392446,1.2,-60.9,6.02,3.3,Negativno,Ne
989,18.493404,77.381458,2.2,-25.6,7.2,3.29,Negativno,Ne
990,18.481874,77.376347,11.5,-42.3,6.91,2.5,Negativno,Ne
991,18.484702,77.393407,13.0,-47.2,7.29,4.12,Negativno,Ne
992,18.475773,77.39599,11.6,-32.7,7.2,0.35,Negativno,Ne
993,18.481816,77.390525,5.0,-18.1,7.57,9.257775553032348,Pozitivno,Da
994,18.4911,77.395294,0.6,-23.3,7.26,2.13,Negativno,Ne
995,18.488036,77.389346,0.6,-55.1,6.76,5.14,Negativno,Ne
996,18.478995,77.389773,8.7,-39.1,7.46,2.09,Negativno,Ne
997,18.476655,77.37646,7.4,-41.6,7.29,2.01,Negativno,Ne
998,18.491003,77.377611,8.5,-61.4,7.2,3.52,Negativno,Ne
999,18.482493,77.367123,10.1,-61.7,6.86,4.47,Pozitivno,Ne
1000,18.475706,77.378918,14.6,-63.6,6.52,3.49,Negativno,Ne
1001,18.475935,77.385189,9.4,-54.5,7.06,0.75,Negativno,Ne
1002,18.493132,77.386575,14.6,-79.2,6.33,0.71,Negativno,Ne
1003,18.488618,77.399523,5.4,-26.7,7.45,2.53,Negativno,Da
1004,18.489295,77.382543,1.7,-39.1,6.09,5.94,Negativno,Ne
1005,18.469372,77.393992,0.7,-36.7,7.03,0.49,Negativno,Ne
1006,18.466424,77.38408,5.1,-36.9,6.35,0.6,Negativno,Ne
1007,18.48846,77.382199,10.8,-34.4,6.32,4.35,Negativno,Ne
1008,18.476041,77.382993,11.2,-68.0,6.38,4.91,Negativno,Ne
1009,18.461524,77.405799,7.9,-40.8,6.98,5.46,Negativno,Ne
1010,18.476843,77.387379,9.6,-67.9,6.92,0.53,Negativno,Ne
1011,18.473493,77.389394,12.3,-78.5,6.57,5.17,Negativno,Ne
1012,18.481753,77.381466,7.6,-46.7,7.14,5.57,Negativno,Ne
1013,18.46795,77.360844,8.7,-49.0,7.14,2.07,Negativno,Ne
1014,18.470569,77.37974,12.4,-63.4,7.17,1.56,Negativno,Ne
1015,18.486645,77.385325,2.9,-54.3,6.99,2.97,Negativno,Ne
1016,18.464361,77.374983,13.8,-47.0,6.89,1.32,Negativno,Ne
1017,18.477168,77.374661,6.9,-79.9,6.64,3.58,Negativno,Ne
1018,18.481679,77.381406,4.2,-18.2,7.72,3.81,Negativno,Ne
1019,18.496972,77.393455,9.4,-57.8,6.46,5.04,Pozitivno,Ne
1020,18.483148,77.384181,6.3,-44.0,7.16,0.74,Negativno,Ne
1021,18.480344,77.393537,1.9,-42.4,6.61,5.83,Negativno,Ne
1022,18.480072,77.386781,6.7,-30.1,7.13,0.64,Negativno,Ne
1023,18.483218,77.382093,12.1,-72.0,6.85,1.12,Negativno,Ne
1024,18.480818,77.378263,11.0,-90.3,7.46,5.57,Negativno,Ne
1025,18.500023,77.406611,2.2,-22.9,6.79,4.49,Pozitivno,Ne
1026,18.460569,77.383522,10.0,-63.3,7.55,1.94,Negativno,Ne
1027,18.481244,77.397111,10.3,-38.0,6.97,3.41,Negativno,Ne
1028,18.487632,77.394747,10.8,-36.2,7.08,4.36,Pozitivno,Ne
1029,18.465488,77.386508,10.8,-64.0,7.26,3.65,Negativno,Ne
1030,18.487732,77.384018,12.1,-74.7,6.89,0.39,Negativno,Ne
1031,18.494334,77.390814,6.2,-42.2,7.56,3.0,Pozitivno,Ne
1032,18.482816,77.403327,8.7,-40.4,6.06,3.2,Negativno,Ne
1033,18.473383,77.382446,14.2,-40.0,6.68,4.25,Negativno,Ne
1034,18.475356,77.36237,5.8,-51.3,6.81,2.46,Pozitivno,Ne
1035,18.467397,77.376305,8.8,-37.9,6.92,0.96,Negativno,Ne
1036,18.490074,77.388493,13.4,-50.3,7.25,5.15,Negativno,Ne
1037,18.466092,77.376272,0.9,-94.0,7.45,4.93,Negativno,Ne
1038,18.486797,77.396699,10.2,-57.1,6.43,5.37,Negativno,Ne
1039,18.466995,77.403631,1.5,-56.7,6.71,3.97,Negativno,Ne
1040,18.482256,77.373152,5.2,-60.3,7.31,3.66,Negativno,Ne
1041,18.479639,77.385594,12.0,-22.3,7.43,4.73,Negativno,Ne
1042,18.483951,77.396237,10.6,-39.1,7.13,5.63,Negativno,Ne
1043,18.479506,77.393636,6.5,-42.4,6.3,2.67,Negativno,Ne
1044,18.485734,77.399201,10.1,-35.9,7.02,3.43,Negativno,Ne
1045,18.480107,77.396167,4.2,-56.4,6.82,0.92,Negativno,Ne
1046,18.489548,77.376234,3.6,-68.7,7.05,0.4,Negativno,Ne
1047,18.484155,77.374335,2.0,-58.8,7.39,2.61,Negativno,Ne
1048,18.484465,77.386616,2.3,-67.9,6.77,2.09,Negativno,Ne
1049,18.486259,77.386712,11.2,-19.3,7.16,0.43,Negativno,Ne
1051,18.475489,77.388415,3.9,-13.1,6.88,4.2,Negativno,Ne
1052,18.495034,77.399016,8.7,-41.7,6.94,2.11,Negativno,Ne
1053,18.483463,77.375957,11.1,-52.3,7.6,5.86,Negativno,Ne
1054,18.483435,77.388338,0.6,-66.6,7.51,4.4,Negativno,Ne
1055,18.484206,77.402663,7.7,-61.0,6.57,0.46,Negativno,Ne
1056,18.481524,77.381112,14.2,-21.4,6.15,3.27,Negativno,Ne
1057,18.473064,77.389991,5.5,-60.3,7.45,0.42,Negativno,Ne
1058,18.475793,77.37833,13.5,-47.7,6.32,1.77,Negativno,Ne
1059,18.47744,77.394998,11.8,-45.1,6.85,2.64,Negativno,Ne
1060,18.478576,77.390044,2.6,-31.2,8.31,5.16,Negativno,Ne
1061,18.481595,77.390317,12.1,-17.6,6.36,6.927775553032348,Pozitivno,Da
1062,18.461243,77.395295,8.6,-51.6,7.97,0.84,Pozitivno,Ne
1063,18.501054,77.388037,1.6,-64.9,7.11,2.4,Negativno,Ne
1064,18.475719,77.387443,0.6,-85.8,7.32,5.4,Negativno,Ne
1065,18.475694,77.385964,1.7,-71.7,6.55,4.54,Negativno,Ne
1066,18.48039,77.398278,2.6,-69.5,6.64,4.28,Negativno,Ne
1067,18.489236,77.377055,11.1,-37.9,7.65,2.47,Pozitivno,Ne
1068,18.481721,77.398915,6.8,-48.8,6.91,1.33,Negativno,Ne
1069,18.471059,77.388404,2.6,-50.5,7.25,0.44,Negativno,Ne
1070,18.493438,77.404513,7.6,-35.4,7.18,1.25,Negativno,Ne
1071,18.477225,77.390019,1.9,-60.7,6.74,3.13,Negativno,Ne
1072,18.489411,77.386861,12.4,-34.8,7.31,3.56,Negativno,Ne
1073,18.48739,77.389795,12.6,-46.5,6.92,2.64,Pozitivno,Ne
1074,18.479421,77.390549,1.4,-70.9,7.09,4.15,Negativno,Ne
1075,18.490641,77.3914,14.1,-32.0,6.94,2.57,Negativno,Ne
1076,18.483172,77.383414,0.2,-59.9,6.69,5.14,Negativno,Ne
1077,18.487791,77.399217,6.1,-38.4,6.71,4.84,Negativno,Da
1078,18.472344,77.396463,6.5,-5.7,6.67,5.6362138769650425,Pozitivno,Da
1079,18.466651,77.385507,3.8,-57.2,6.27,5.05,Negativno,Ne
1080,18.475434,77.392074,9.4,-51.0,7.13,3.67,Negativno,Ne
1081,18.474774,77.387968,13.3,-59.0,7.98,2.42,Negativno,Ne
1082,18.469594,77.370214,8.2,-20.1,7.02,5.01,Negativno,Ne
1083,18.483689,77.397831,2.9,-20.6,7.41,2.94,Negativno,Ne
1084,18.502513,77.403534,13.8,-50.6,5.57,4.53,Negativno,Ne
1085,18.490295,77.387461,11.9,-64.4,7.08,3.75,Negativno,Ne
1086,18.478722,77.378163,9.3,-66.6,7.04,2.35,Negativno,Ne
1087,18.475573,77.397115,6.0,-28.0,6.66,2.09,Pozitivno,Ne
1088,18.48103,77.390781,0.9,-10.9,6.86,5.337775553032348,Pozitivno,Da
1089,18.481454,77.37454,5.0,-45.5,7.0,4.14,Negativno,Ne
1090,18.481009,77.383696,13.1,-40.2,6.43,5.96,Negativno,Ne
1091,18.47011,77.406964,10.5,-68.2,6.46,3.96,Negativno,Ne
1092,18.468606,77.394082,3.5,-32.1,7.43,5.42,Negativno,Ne
